Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3336-5889-5384-81527,2018-08-05,1533487285,Charged,gracerlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",Bình Dương,BÌNH DƯƠNG,,VN
GPA.3340-9925-1884-25034,2018-08-05,1533487419,Charged,dreamlte,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,EUR,40.33,7.66,47.99,,,,DE
GPA.3350-0399-1256-72416,2018-08-05,1533487528,Charged,A11,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,MYR,3.99,0.00,3.99,,,96007,MY
GPA.3351-3828-6859-73965,2018-08-05,1533487542,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PLN,3.81,0.88,4.69,,,,PL
GPA.3352-0648-4684-51923,2018-08-05,1533487618,Charged,p999,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,THB,"3,100.00",0.00,"3,100.00",,,,TH
GPA.3338-5692-7000-80625,2018-08-05,1533487690,Charged,CPH1821,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Jakarta Barat,DKI JAKARTA,11720,ID
GPA.3310-9547-0129-87188,2018-08-05,1533487715,Charged,A1601,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Cà Mau,CÀ MAU,971470,VN
GPA.3318-5819-6196-30247,2018-08-05,1533487743,Charged,mido,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",,,,VN
GPA.3377-0337-2290-46841,2018-08-05,1533487769,Charged,grandprimeve3g,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3398-8831-2052-95217,2018-08-05,1533487840,Charged,C6943,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,Juiz de Fora,MG,36048170,BR
GPA.3313-5114-9387-05782,2018-08-05,1533487853,Charged,j5xnlte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.16,4.83,28.99,,,,FR
GPA.3375-5452-2230-53885,2018-08-05,1533487985,Charged,mido,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3302-5146-0587-12825,2018-08-05,1533487988,Charged,j7elte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,THB,125.00,0.00,125.00,ปากเกร็ด,นนทบุรี,11120,TH
GPA.3361-2488-2372-43579,2018-08-05,1533487996,Charged,p999,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,THB,"3,100.00",0.00,"3,100.00",,,,TH
GPA.3345-2897-4638-38090,2018-08-05,1533488044,Charged,grandprimeve3g,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Thu Dau Mot,,700000,VN
GPA.3375-8581-4262-87946,2018-08-05,1533488121,Charged,CPH1609,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Pleiku,GIA LAI,,VN
GPA.3320-7013-0070-34254,2018-08-05,1533488126,Charged,zeroflte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3301-7149-0138-86245,2018-08-05,1533488140,Charged,zeroflte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3388-7379-7510-33121,2018-08-05,1533488207,Charged,Studio_XL_2,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,USD,19.99,0.00,19.99,Caguas,,00727,PR
GPA.3379-1812-6442-04283,2018-08-05,1533488208,Charged,hlte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,MYR,3.99,0.00,3.99,Klang,SELANGOR,41050,MY
GPA.3362-4986-8812-29447,2018-08-05,1533488224,Charged,HWWAS-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,NOK,8.80,2.20,11.00,,,,NO
GPA.3379-5715-6694-62897,2018-08-05,1533488234,Charged,dream2qltesq,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,UNINCORPORATED,NC,27891,US
GPA.3387-9934-6914-75856,2018-08-05,1533488238,Charged,hero2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,THB,125.00,0.00,125.00,chaingmai,เชียงใหม่,50130,TH
GPA.3305-2121-4446-34761,2018-08-05,1533488260,Charged,HWBLN-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,,,,PH
GPA.3350-9280-1841-55917,2018-08-05,1533488278,Charged,ASUS_Z012D,超级宝盒 (三国志猛将召唤: 暗金武将强势来袭！),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnya9,TWD,105.00,5.00,110.00,,,508,TW
GPA.3367-2650-5978-41179,2018-08-05,1533488328,Charged,Studio_XL_2,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,Caguas,,00727,PR
GPA.3345-2667-7172-90087,2018-08-05,1533488346,Charged,A1601,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3398-8375-5761-54812,2018-08-05,1533488351,Charged,Studio_XL_2,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,Caguas,,00727,PR
GPA.3389-6426-6823-86947,2018-08-05,1533488380,Charged,Studio_XL_2,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,Caguas,,00727,PR
GPA.3362-2260-9415-12747,2018-08-05,1533488392,Charged,on5xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,100000,VN
GPA.3313-8534-1462-53975,2018-08-05,1533488419,Charged,dream2qltesq,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,USD,19.99,0.00,19.99,Richmond,VA,23236,US
GPA.3317-2618-2592-86689,2018-08-05,1533488483,Charged,on7xelte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,VND,"676,000.00",0.00,"676,000.00",hồ chí minh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3316-5391-5533-86501,2018-08-05,1533488723,Charged,dream2qltechn,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,,,104,TW
GPA.3368-2713-5461-68640,2018-08-05,1533488785,Charged,X9006,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,MYR,30.99,0.00,30.99,GEORGETOWN,PULAU PINANG,10470,MY
GPA.3325-3625-6053-34036,2018-08-05,1533488840,Charged,htc_a51cml_dtul,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SAR,3.51,0.18,3.69,Jeddah,,,SA
GPA.3342-0462-8397-49334,2018-08-05,1533488869,Charged,PRO6,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.24,0.65,3.89,,,,FR
GPA.3321-6451-7166-20985,2018-08-05,1533488900,Charged,D2303,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,TRY,12.70,2.29,14.99,Narlıdere,İZMIR,35110,TR
GPA.3392-0310-1763-20792,2018-08-05,1533488929,Charged,htc_a51cml_dtul,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,SAR,29.51,1.48,30.99,Jeddah,,,SA
GPA.3384-8699-7708-15849,2018-08-05,1533488938,Charged,X9006,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,MYR,14.99,0.00,14.99,GEORGETOWN,PULAU PINANG,10470,MY
GPA.3349-4852-1813-19162,2018-08-05,1533489001,Charged,gtanotexllte,Luxury Gift Pack (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnya8,IDR,"119,000.00",0.00,"119,000.00",Bandung,JAWA BARAT,40222,ID
GPA.3321-4528-8660-93575,2018-08-05,1533489222,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,Contagem,MG,32280420,BR
GPA.3359-9430-5929-77973,2018-08-05,1533489233,Charged,HWCOL,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,MYR,37.99,0.00,37.99,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3395-7466-5233-42083,2018-08-05,1533489240,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,Contagem,MG,32280420,BR
GPA.3341-1439-0077-23942,2018-08-05,1533489257,Charged,HWCOL,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,MYR,14.99,0.00,14.99,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3351-2220-7739-78024,2018-08-05,1533489278,Charged,HWCOL,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3308-4685-0520-64564,2018-08-05,1533489278,Charged,gtanotexllte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,IDR,"55,000.00",0.00,"55,000.00",medan,SUMATERA UTARA,21800,ID
GPA.3308-6587-5914-23116,2018-08-05,1533489309,Charged,HWCOL,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,MYR,14.99,0.00,14.99,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3315-4674-7233-89544,2018-08-05,1533489335,Charged,HWCOL,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3372-9964-4020-73681,2018-08-05,1533489472,Charged,CPH1613,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Sidoarjo,JAWA TIMUR,61213,ID
GPA.3374-5795-2095-64226,2018-08-05,1533489642,Charged,chiron,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Tepebaşı,ESKIŞEHIR,26100,TR
GPA.3354-7206-7797-05876,2018-08-05,1533489678,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Taman Sri Keramat,KUALA LUMPUR,54200,MY
GPA.3335-6984-8990-82495,2018-08-05,1533489726,Charged,F8332,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,TWD,390.00,20.00,410.00,,,908,TW
GPA.3369-9019-0518-57602,2018-08-05,1533489801,Charged,whyred,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,MYR,37.99,0.00,37.99,Kuala Lipis,PAHANG,27200,MY
GPA.3355-1072-7755-54822,2018-08-05,1533489921,Charged,harpia,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,Corning,OH,43730,US
GPA.3300-9116-4183-55564,2018-08-05,1533489964,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,AED,3.42,0.17,3.59,,,,AE
GPA.3351-2253-0639-93734,2018-08-05,1533489971,Charged,potter_nt,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,BRL,12.99,0.00,12.99,São Pedro de Alcântara,SC,88125000,BR
GPA.3326-9436-3415-32703,2018-08-05,1533490073,Charged,on7xelte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,VND,"223,000.00",0.00,"223,000.00",,,583500,VN
GPA.3391-4601-4355-75370,2018-08-05,1533490074,Charged,joan,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hà Nội,HÀ NỘI,100100,VN
GPA.3319-8445-6239-36471,2018-08-05,1533490133,Charged,Studio_XL_2,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,Caguas,,00727,PR
GPA.3370-2099-7085-77763,2018-08-05,1533490140,Charged,lucye,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,GREENCASTLE,PA,17225,US
GPA.3324-3929-6512-59279,2018-08-05,1533490149,Charged,HWMHA,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,HKD,99.90,0.00,99.90,秀茂坪,九龍,,HK
GPA.3343-7490-8032-68435,2018-08-05,1533490163,Charged,Studio_XL_2,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,Caguas,,00727,PR
GPA.3399-0398-3886-38047,2018-08-05,1533490185,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,AED,14.28,0.71,14.99,,,,AE
GPA.3354-7198-7992-08749,2018-08-05,1533490355,Charged,star2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Konya,KONYA,42100,TR
GPA.3320-2405-9952-10016,2018-08-05,1533490357,Charged,A1601,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3309-2556-2123-51715,2018-08-05,1533490463,Charged,ASUS_Z01KDA,7880 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew9,TWD,"2,257.00",113.00,"2,370.00",板橋區,新北市,220,TW
GPA.3377-3511-3706-26451,2018-08-05,1533490544,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,AED,14.28,0.71,14.99,,,,AE
GPA.3374-9349-9481-83934,2018-08-05,1533490590,Charged,a6plte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,VND,"22,000.00",0.00,"22,000.00",,,,VN
GPA.3321-3510-0631-28003,2018-08-05,1533490639,Charged,whyred,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,MYR,37.99,0.00,37.99,Kuala Lipis,PAHANG,27200,MY
GPA.3356-8526-8309-56228,2018-08-05,1533490668,Charged,Vodafone_875,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,47.00,Sw,,2134,CH
GPA.3356-8526-8309-56228,2018-08-05,1533490668,Refund,Vodafone_875,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,-47.00,Sw,,2134,CH
GPA.3374-9984-7646-60768,2018-08-05,1533490674,Charged,star2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Konya,KONYA,42100,TR
GPA.3310-7248-7212-49812,2018-08-05,1533490701,Charged,heroltebmc,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,CAD,26.99,0.00,26.99,Bentley,AB,T0c 0j0,CA
GPA.3367-0351-3790-40703,2018-08-05,1533490852,Charged,m2note,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,IDR,"269,000.00",0.00,"269,000.00",jakarta utara,DKI JAKARTA,14420,ID
GPA.3340-5874-9755-11692,2018-08-05,1533490871,Charged,HWMHA,豪华礼盒 (三国志猛将召唤: 暗金武将强势来袭！),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnya8,HKD,68.00,0.00,68.00,秀茂坪,九龍,,HK
GPA.3366-8923-2296-24196,2018-08-05,1533490873,Charged,montana,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,São Paulo,SP,08247-095,BR
GPA.3310-1737-3710-28887,2018-08-05,1533490893,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,AED,14.28,0.71,14.99,,,,AE
GPA.3380-9061-1788-84161,2018-08-05,1533491020,Charged,star2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Konya,KONYA,42100,TR
GPA.3386-9663-4835-11213,2018-08-05,1533491059,Charged,Vodafone_875,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,47.00,Sw,,3151,CH
GPA.3386-9663-4835-11213,2018-08-05,1533491059,Refund,Vodafone_875,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,-47.00,Sw,,3151,CH
GPA.3359-6030-8334-70089,2018-08-05,1533491086,Charged,HM2014813,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.69,3.30,18.99,,,,ES
GPA.3329-0057-1243-88755,2018-08-05,1533491109,Charged,OnePlus3T,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.91,0.18,1.09,,,,FR
GPA.3362-9910-8591-43917,2018-08-05,1533491565,Charged,A3000,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Kota Kinabalu,SABAH,89257,MY
GPA.3382-6132-2655-02460,2018-08-05,1533491568,Charged,shamu,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",METRO,LAMPUNG,,ID
GPA.3328-2703-8911-67260,2018-08-05,1533491596,Charged,shamu,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",METRO,LAMPUNG,,ID
GPA.3303-2529-0576-12268,2018-08-05,1533491745,Charged,ASUS_X008_1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Bekasi,JAWA BARAT,17112,ID
GPA.3373-5516-2690-23400,2018-08-05,1533491831,Charged,CPH1607,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,MYR,14.99,0.00,14.99,Bandar Sri Damansara,KUALA LUMPUR,52200,MY
GPA.3348-3957-1708-10984,2018-08-05,1533492033,Charged,F5121,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3388-6354-4538-03339,2018-08-05,1533492121,Charged,A1601,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,VND,"223,000.00",0.00,"223,000.00",,,,VN
GPA.3356-7371-3600-80163,2018-08-05,1533492156,Charged,HWLUA-U6582,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,SAR,37.13,1.86,38.99,Dammam,,31433,SA
GPA.3382-7098-6792-36832,2018-08-05,1533492581,Charged,greatqlteue,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hồ Chí Minh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3315-7769-9169-48193,2018-08-05,1533492612,Charged,dreamlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,NL
GPA.3396-6097-6610-83766,2018-08-05,1533492775,Charged,star2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Konya,KONYA,42100,TR
GPA.3352-3434-7770-89655,2018-08-05,1533492869,Charged,heroqltevzw,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,USD,7.99,0.00,7.99,UNINCORPORATED,GA,30135,US
GPA.3337-1390-4326-39839,2018-08-05,1533492918,Charged,gemini,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,NGN,310.00,0.00,310.00,Lagos,,101241,NG
GPA.3398-7372-8458-49157,2018-08-05,1533492926,Charged,F3116,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Ho. Chi Minh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3310-7524-9406-96497,2018-08-05,1533493080,Charged,dreamqltesq,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,USD,99.99,0.00,99.99,Irving,TX,75063,US
GPA.3324-9989-8537-78872,2018-08-05,1533493087,Charged,j5y17lte,310 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew3,RON,12.60,2.39,14.99,,,,RO
GPA.3366-9518-3742-99816,2018-08-05,1533493122,Charged,j5y17lte,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,RON,7.97,1.52,9.49,,,,RO
GPA.3338-3081-1354-46082,2018-08-05,1533493141,Charged,CPH1819,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Maasin City,LEYTE,,PH
GPA.3396-1179-9969-11071,2018-08-05,1533493148,Charged,hlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Makati,,2428,PH
GPA.3385-3649-0625-17502,2018-08-05,1533493152,Charged,j5y17lte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,RON,4.03,0.76,4.79,,,,RO
GPA.3343-6383-3186-16398,2018-08-05,1533493416,Charged,m0,豪华礼盒 (三国志猛将召唤: 暗金武将强势来袭！),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnya8,TWD,257.00,13.00,270.00,,,23144,TW
GPA.3341-7724-0742-45861,2018-08-05,1533493420,Charged,dtacPhoneT2,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,THB,34.00,0.00,34.00,จ.ร้อยเอ็ด,ร้อยเอ็ด,45170,TH
GPA.3362-5413-8565-92490,2018-08-05,1533493570,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,SEK,32.80,8.20,41.00,,,,SE
GPA.3358-9740-9556-41519,2018-08-05,1533493620,Charged,HWCLT,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,SEK,79.20,19.80,99.00,,,,SE
GPA.3369-8746-2582-88758,2018-08-05,1533493692,Charged,nobleltetmo,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,MOUNT ENTERPRISE,TX,75681,US
GPA.3369-4767-6600-88797,2018-08-05,1533493734,Charged,grandppltedtv,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,BRL,3.29,0.00,3.29,Alpestre,RS,98480-000,BR
GPA.3344-2554-5433-67322,2018-08-05,1533493807,Charged,starlte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,BGN,47.49,9.50,56.99,,,,BG
GPA.3389-3987-5308-57746,2018-08-05,1533493937,Charged,dream2qltechn,7880 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew9,HKD,588.00,0.00,588.00,,-,999077,HK
GPA.3351-6038-2337-31341,2018-08-05,1533494348,Charged,nikel,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Лобня,,141734,RU
GPA.3387-8709-7726-73023,2018-08-05,1533494441,Charged,vince,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew4,TWD,152.00,8.00,160.00,,,220,TW
GPA.3369-8912-3028-28170,2018-08-05,1533494559,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Jakarta Timur,DKI JAKARTA,13220,ID
GPA.3367-0961-7619-61911,2018-08-05,1533495090,Charged,p1,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,VND,"22,000.00",0.00,"22,000.00",hcm,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3340-1807-0796-61889,2018-08-05,1533495216,Charged,msf3,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,BRL,24.99,0.00,24.99,Banabuiú,CE,63960-000,BR
GPA.3364-8514-5829-80775,2018-08-05,1533495276,Charged,j5y17lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PLN,13.81,3.18,16.99,,,,PL
GPA.3301-4164-3174-11590,2018-08-05,1533495441,Charged,jackpotlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.91,1.58,9.49,,,,FR
GPA.3301-3062-9796-33532,2018-08-05,1533495500,Charged,CPH1723,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,VND,"180,000.00",0.00,"180,000.00",Hà Nội,HÀ NỘI,,VN
